,level_0,index,name,brand,categories,price_max,price_min,ingredients,ingredients_list
80,740,10640,Kellogg's Pop-Tarts Frosted Raspberry Toaster Pastries 8 ct pack of 2 14.7oz,Pop-Tarts,"['Breakfast Foods', 'Grocery & Gourmet Food', 'Toaster Pastries', 'UNNAV']",14.99,10.17,"['enriched wheat flour wheat flour', 'niacinamide', 'reduced iron', 'thiamin monoitrate vitamin b', 'riboflavin vitamin b', 'folic acid', 'corn syrup', 'high fructose corn syrup', 'dextrose', 'vegetable oil canola', 'cottonseed', 'palm', 'palm kernel', 'soybean', 'partally hydrogenated soybean andor cottonseed', 'hydrogenated cottonseed oil', 'tbhq for freshness', 'sugar', 'contains two percent or less of cracker meal', 'wheat starch', 'salt', 'dried raspberries', 'dried apples', 'd', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'corn syrup', 'high fructose corn syrup', 'dextrose', 'soybean and palm oil', 'sugar', 'cracker meal', 'contains two percent or less of wheat starch', 'salt', 'dried raspberries', 'dried pears', 'dried apples', 'leavening baking soda', 'sodium acid pyrophosphate', 'monocalcium phosphate', 'milled corn', 'citric acid', 'gelatin', 'soybean oil', 'modified corn starch', 'xanthan gum', 'soy lecithin', 'modified wheat starch', 'red', 'caramel', 'vitamin a palmitate', 'and flavor', 'niacinamide', 'reduced iron', 'vitamin b', 'vitamin b', 'vitamin b', 'blue .', 'enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'corn syrup', 'high fructose corn syrup', 'dextrose', 'soybean and palm oil', 'sugar', 'bleached wheat flour', 'contains two percent or less of wheat starch', 'salt', 'dried raspberries', 'dried pears', 'dried apples', 'leavening baking soda', 'sodium acid pyrophosphate', 'monocalcium phosphate', 'citric acid', 'gelatin', 'modified wheat starch', 'yellow corn flour', 'palm oil', 'xanthan gum', 'soy lecithin', 'red', 'cornstarch', 'caramel', 'and flavors', 'blue .']","['enrichedwheatflourwheatflour', 'niacinamide', 'reducediron', 'thiaminmonoitratevitaminb', 'riboflavinvitaminb', 'folicacid', 'cornsyrup', 'highfructosecornsyrup', 'dextrose', 'vegetableoilcanola', 'cottonseed', 'palm', 'palmkernel', 'soybean', 'partallyhydrogenatedsoybeanandorcottonseed', 'hydrogenatedcottonseedoil', 'tbhqforfreshness', 'sugar', 'containstwopercentorlessofcrackermeal', 'wheatstarch', 'salt', 'driedraspberries', 'driedapples', 'd', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'cornsyrup', 'highfructosecornsyrup', 'dextrose', 'palm oil', 'sugar', 'crackermeal', 'containstwopercentorlessofwheatstarch', 'salt', 'driedraspberries', 'driedpears', 'driedapples', 'leaveningbakingsoda', 'sodiumacidpyrophosphate', 'monocalciumphosphate', 'milledcorn', 'citricacid', 'gelatin', 'soybeanoil', 'modifiedcornstarch', 'xanthangum', 'soylecithin', 'modifiedwheatstarch', 'red', 'caramel', 'vitaminapalmitate', 'andflavor', 'niacinamide', 'reducediron', 'vitaminb', 'vitaminb', 'vitaminb', 'blue', 'enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'cornsyrup', 'highfructosecornsyrup', 'dextrose', 'palm oil', 'sugar', 'bleachedwheatflour', 'containstwopercentorlessofwheatstarch', 'salt', 'driedraspberries', 'driedpears', 'driedapples', 'leaveningbakingsoda', 'sodiumacidpyrophosphate', 'monocalciumphosphate', 'citricacid', 'gelatin', 'modifiedwheatstarch', 'yellowcornflour', 'palm oil', 'xanthangum', 'soylecithin', 'red', 'cornstarch', 'caramel', 'andflavors', 'blue']"
81,743,1533,Mission,Mission,"['Grocery & Gourmet Food', 'Breads & Bakery', 'Flatbreads', 'Breads']",22.6,22.6,"['enriched bleached wheat flour wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'water', 'vegetable shortening interesterified soybean oil', 'hydrogenated soybean oil andor palm oil', 'seasoning tomato powder', 'spice', 'salt', 'sugar', 'red bell pepper', 'sun dried tomato', 'soybean oil', 'autolyzed yeast extract', 'onion powder', 'garlic powder', 'citric acid', 'and flavor', 'extractives of paprika', 'sulfiting agents', 'silicon dioxide', 'calcium silicate and contains or less of salt', 'sugar', 'leavening sodium bicarbonate', 'sodium aluminum sulfate', 'corn starch', 'monocalcium phosphate andor sodium acid pyrophosphate', 'calcium sulfate', 'preservatives calcium propionate', 'sorbic acid andor citric acid', 'distilled monoglycerides', 'enzymes', 'wheat starch', 'calcium carbonate', 'antioxidants tocopherols', 'ascorbic acid', 'cellulose gum', 'dough conditioners fumaric acid', 'sodium metabisulfite andor monoand diglycerides.', 'enriched bleached wheat flour wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'water', 'vegetable shortening interesterified soybean oil', 'hydrogenated soybean oil andor palm oil', 'seasoning tomato powder', 'spice', 'salt', 'sugar', 'red bell pepper', 'sun dried tomato', 'soybean oil', 'autolyzed yeast extract', 'onion powder', 'garlic powder', 'citric acid', 'and flavor', 'extractives of paprika', 'sulfiting agents', 'silicon dioxide', 'calcium silicate and contains or less of salt', 'sugar', 'leavening sodium bicarbonate', 'sodium aluminum sulfate', 'corn starch', 'monocalcium phosphate andor sodium acid pyrophosphate', 'calcium sulfate', 'preservatives calcium propionate', 'sorbic acid andor citric acid', 'distilled monoglycerides', 'enzymes', 'wheat starch', 'calcium carbonate', 'antioxidants tocopherols', 'ascorbic acid', 'cellulose gum', 'dough conditioners fumaric acid', 'sodium metabisulfite andor mono and diglycerides.', 'mission sundried tomato basil wraps']","['enrichedbleachedwheatflourwheatflour', 'niacin', 'reducediron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'water', 'vegetableshorteninginteresterifiedsoybeanoil', 'palm oil', 'seasoningtomatopowder', 'spice', 'salt', 'sugar', 'redbellpepper', 'sundriedtomato', 'soybeanoil', 'autolyzedyeastextract', 'onionpowder', 'garlicpowder', 'citricacid', 'andflavor', 'extractivesofpaprika', 'sulfitingagents', 'silicondioxide', 'calciumsilicateandcontainsorlessofsalt', 'sugar', 'leaveningsodiumbicarbonate', 'sodiumaluminumsulfate', 'cornstarch', 'monocalciumphosphateandorsodiumacidpyrophosphate', 'calciumsulfate', 'preservativescalciumpropionate', 'sorbicacidandorcitricacid', 'distilledmonoglycerides', 'enzymes', 'wheatstarch', 'calciumcarbonate', 'antioxidantstocopherols', 'ascorbicacid', 'cellulosegum', 'doughconditionersfumaricacid', 'sodiummetabisulfiteandormonoanddiglycerides', 'enrichedbleachedwheatflourwheatflour', 'niacin', 'reducediron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'water', 'vegetableshorteninginteresterifiedsoybeanoil', 'palm oil', 'seasoningtomatopowder', 'spice', 'salt', 'sugar', 'redbellpepper', 'sundriedtomato', 'soybeanoil', 'autolyzedyeastextract', 'onionpowder', 'garlicpowder', 'citricacid', 'andflavor', 'extractivesofpaprika', 'sulfitingagents', 'silicondioxide', 'calciumsilicateandcontainsorlessofsalt', 'sugar', 'leaveningsodiumbicarbonate', 'sodiumaluminumsulfate', 'cornstarch', 'monocalciumphosphateandorsodiumacidpyrophosphate', 'calciumsulfate', 'preservativescalciumpropionate', 'sorbicacidandorcitricacid', 'distilledmonoglycerides', 'enzymes', 'wheatstarch', 'calciumcarbonate', 'antioxidantstocopherols', 'ascorbicacid', 'cellulosegum', 'doughconditionersfumaricacid', 'sodiummetabisulfiteandormonoanddiglycerides', 'missionsundriedtomatobasilwraps']"
82,763,937,Dove Valentine Candy Assorted Chocolates,Dove,"['Grocery', 'Chocolate Candy', 'Assortments', 'Grocery & Gourmet Food', 'Chocolate Truffles', 'Food & Beverage', 'Candy', 'Candy & Chocolate', 'Candy & Gum', 'Chocolate & Fudge', 'Holiday Shop', 'Valentines Day']",22.95,9.99,"['milk chocolate sugar', 'cocoa butter', 'skim milk', 'chocolate', 'milkfat', 'lactose', 'soy lecithin', 'flavor', 'semisweet chocolate sugar', 'chocolate', 'chocolate processed with alkali', 'cocoa butter', 'milkfat', 'soy lecithin', 'and flavors', 'coconut oil', 'corn syrup', 'hydrogenated palm kernel oil andor palm oil', 'sugar', 'skim milk', 'milkfat', 'lactose', 'salt', 'potassium sorbate to maintain freshness', 'flavor.']","['milkchocolatesugar', 'cocoabutter', 'skimmilk', 'chocolate', 'milkfat', 'lactose', 'soylecithin', 'flavor', 'semisweetchocolatesugar', 'chocolate', 'chocolateprocessedwithalkali', 'cocoabutter', 'milkfat', 'soylecithin', 'andflavors', 'coconutoil', 'cornsyrup', 'palm oil', 'sugar', 'skimmilk', 'milkfat', 'lactose', 'salt', 'potassiumsorbatetomaintainfreshness', 'flavor']"
83,769,1446,David's Cookies Decadent M and M's Cookie Dough 4.5 ounce (Pack of 80),David's Cookies,"['Grocery & Gourmet Food', 'Cookie Dough', 'Refrigerated Doughs', 'Breads & Bakery']",229.02,197.1,"['enriched wheat flour wheat', 'barley', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'chocolate chunks sugar', 'chocolate liquor', 'cocoa butter', 'soy lecithin', 'vanilla', 'salt', 'mms milk chocolate candies milk chocolate sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'and flavors', 'sugar', 'cornstarch', 'less than corn syrup', 'dextrin', 'coloring includes blue lake', 'yellow', 'red', 'yellow', 'blue', 'yellow lake', 'red lake', 'yellow lake', 'blue lake', 'blue', 'carnauba wax', 'gum acacia', 'sugar', 'brown sugar', 'margarine vegetable oil blend palm fruit', 'soybean and olive oils', 'water', 'salt', 'nonfat dry milk', 'soy lecithin', 'monoglycerides', 'flavor', 'vitamin a palmitate', 'beta carotene', 'butter', 'eggs', 'invert sugar', 'soy flour', 'salt', 'baking soda', 'vanilla flavor.']","['enrichedwheatflourwheat', 'barley', 'niacin', 'reducediron', 'thiaminemononitrate', 'riboflavin', 'folicacid', 'chocolatechunkssugar', 'chocolateliquor', 'cocoabutter', 'soylecithin', 'vanilla', 'salt', 'mmsmilkchocolatecandiesmilkchocolatesugar', 'chocolate', 'skimmilk', 'cocoabutter', 'lactose', 'milkfat', 'soylecithin', 'salt', 'andflavors', 'sugar', 'cornstarch', 'lessthancornsyrup', 'dextrin', 'coloringincludesbluelake', 'yellow', 'red', 'yellow', 'blue', 'yellowlake', 'redlake', 'yellowlake', 'bluelake', 'blue', 'carnaubawax', 'gumacacia', 'sugar', 'brownsugar', 'palm oil', 'soybeanandoliveoils', 'water', 'salt', 'nonfatdrymilk', 'soylecithin', 'monoglycerides', 'flavor', 'vitaminapalmitate', 'betacarotene', 'butter', 'eggs', 'invertsugar', 'soyflour', 'salt', 'bakingsoda', 'vanillaflavor']"
84,778,3389,Justin's Honey Almond Butter Squeeze Packs,Justin's Nut Butter,"['Nut & Seed Butters', 'Grocery & Gourmet Food', 'Nuts', 'Nut Butters Spreads', 'Breakfast Cereal', 'Pantry Staples', 'Almond Butter', 'Camp Kitchen', 'Camping and Hiking', 'Snacks', 'Food']",11.9,1.5,"['dry roasted hazelnuts', 'dry roasted almonds', 'cane sugar', 'cocoa', 'cocoa butter', 'palm fruit oil', 'vanilla', 'sea salt.']","['dryroastedhazelnuts', 'dryroastedalmonds', 'canesugar', 'cocoa', 'cocoabutter', 'palm oil', 'vanilla', 'seasalt']"
85,782,7275,"Reese's Thins Peanut Butter Cups Chocolate Candy, 7.37 OZ",Reese's,"['Household & Grocery', 'Candy', 'Chocolates']",4.59,2.99,"['to maintain freshness', 'flavor pgpr milk peanuts sugar dextrose contains or less of cocoa butter hydrogenated vegetable oil palm kernel oil palm oil salt palm kernel oil cornstarch tbhq and citric acid', 'reeses thins peanut butter cups dark chocolate candy semisweet chocolate sugar chocolate cocoa butter milk fat lecithin vanillin', 'flavor pgpr milk peanuts sugar dextrose contains or less of cocoa butter hydrogenated vegetable oil palm kernel oil palm oil salt palm kernel oil cornstarch tbhq and citric acid', 'to maintain freshness', 'reeses thins peanut butter cups dark chocolate candy semisweet chocolate sugar chocolate cocoa butter milk fat lecithin vanillin']","['tomaintainfreshness', 'palm oil', 'reesesthinspeanutbuttercupsdarkchocolatecandysemisweetchocolatesugarchocolatecocoabuttermilkfatlecithinvanillin', 'palm oil', 'tomaintainfreshness', 'reesesthinspeanutbuttercupsdarkchocolatecandysemisweetchocolatesugarchocolatecocoabuttermilkfatlecithinvanillin']"
86,785,4781,Keto Wise Fat Bombs Pecan Clusters,Keto Wise,"['Grocery & Gourmet Food', 'Candy & Chocolate', 'Candy & Chocolate Bars']",29.87,26.99,"['caramel layer prebiotic soluble fiber', 'vegetable oil palm kernel', 'palm oil', 'water', 'glycerine', 'milk protein concentrate', 'nonfat dry milk', 'salted butter cream', 'salt', 'contains less than of each of the following soy lecithin', 'salt', 'disodium phosphate', 'carrageenan', 'sucralose', 'vanillan chocolate coating mct oil blend', 'prebiotic soluble fiber', 'erythritol', 'milk protein isolate', 'inulin', 'cocoa', 'soluble corn fiber', 'salt', 'soy lecithin', 'stevia', 'pecans.']","['caramellayerprebioticsolublefiber', 'palm oil', 'palm oil', 'water', 'glycerine', 'milkproteinconcentrate', 'nonfatdrymilk', 'saltedbuttercream', 'salt', 'containslessthanofeachofthefollowingsoylecithin', 'salt', 'disodiumphosphate', 'carrageenan', 'sucralose', 'vanillanchocolatecoatingmctoilblend', 'prebioticsolublefiber', 'erythritol', 'milkproteinisolate', 'inulin', 'cocoa', 'solublecornfiber', 'salt', 'soylecithin', 'stevia', 'pecans']"
87,786,1675,Planters Tropical Fruit and Nuts Trail Mix (6oz Bags,Planters,"['Cooking & Baking', 'Grocery & Gourmet Food', 'Pantry Staples', 'Nuts & Seeds', 'Snack Foods', 'Snack & Trail Mixes', 'Mixed Nuts']",23.94,23.94,"['peanuts', 'raisins', 'dried bananas', 'sugar', 'cashews', 'dried pineapple', 'vegetable oil', 'dried cranberries', 'citric acid', 'sea salt', 'flavor', 'sulfur dioxide added to preserve color.', 'peanuts', 'yogurt covered raisins yogurt coating sugar', 'palm and palm kernel oil', 'nonfat yogurt powder cultured whey', 'skim milk', 'raisins', 'nonfat dry milk', 'sweet whey powder', 'sunflower oil', 'color', 'lactic acid', 'flavor', 'soy lecithin', 'gum arabic', 'confectioners glaze lacresin', 'soybean oil', 'corn syrup', 'dried bananas', 'raisins', 'sugar', 'dried pineapple', 'cashews', 'vegetable oil coconut', 'peanut', 'high oleic sunflower oil', 'sea salt', 'citric acid', 'flavor', 'sulphur dioxide added to preserve color.', 'peanuts', 'yogurt covered raisins yogurt coating sugar', 'palm and palm kernel oil', 'nonfat yogurt powder cultured whey', 'skim milk', 'sweet whey powder', 'nonfat dry milk', 'color', 'soy lecithin', 'lactic acid', 'flavor', 'raisins', 'confectioners glaze lacresin', 'soybean oil', 'gum arabic', 'corn syrup', 'raisins', 'dried bananas', 'cashews', 'sugar', 'dried pineapple', 'vegetable oil coconut', 'peanut and palm oil', 'glycerol', 'sea salt', 'citric acid', 'flavor', 'sulfur dioxide added to preserve color.contains peanuts', 'milk', 'soy', 'cashew.manufactured on equipment that processes other tree nuts', 'wheat.']","['peanuts', 'raisins', 'driedbananas', 'sugar', 'cashews', 'driedpineapple', 'vegetableoil', 'driedcranberries', 'citricacid', 'seasalt', 'flavor', 'sulfurdioxideaddedtopreservecolor', 'peanuts', 'yogurtcoveredraisinsyogurtcoatingsugar', 'palm oil', 'nonfatyogurtpowderculturedwhey', 'skimmilk', 'raisins', 'nonfatdrymilk', 'sweetwheypowder', 'sunfloweroil', 'color', 'lacticacid', 'flavor', 'soylecithin', 'gumarabic', 'confectionersglazelacresin', 'soybeanoil', 'cornsyrup', 'driedbananas', 'raisins', 'sugar', 'driedpineapple', 'cashews', 'vegetableoilcoconut', 'peanut', 'higholeicsunfloweroil', 'seasalt', 'citricacid', 'flavor', 'sulphurdioxideaddedtopreservecolor', 'peanuts', 'yogurtcoveredraisinsyogurtcoatingsugar', 'palm oil', 'nonfatyogurtpowderculturedwhey', 'skimmilk', 'sweetwheypowder', 'nonfatdrymilk', 'color', 'soylecithin', 'lacticacid', 'flavor', 'raisins', 'confectionersglazelacresin', 'soybeanoil', 'gumarabic', 'cornsyrup', 'raisins', 'driedbananas', 'cashews', 'sugar', 'driedpineapple', 'vegetableoilcoconut', 'palm oil', 'glycerol', 'seasalt', 'citricacid', 'flavor', 'sulfurdioxideaddedtopreservecolorcontainspeanuts', 'milk', 'soy', 'cashewmanufacturedonequipmentthatprocessesothertreenuts', 'wheat']"
88,791,606,Ferrero Rocher Holiday Gift Box 12 Pralines 5.3oz,Ferrero Rocher,"['Grocery', 'Chocolate', ' Candy Gum', 'Chocolate', 'Shop All Chocolate', 'Candy & Gum', 'Chocolate Candy', 'Grocery & Gourmet Food', 'Food & Beverage Gifts', 'Candy & Chocolate Gifts', 'Chocolate Truffles', 'Candy', 'Candy & Chocolate', 'Chocolate & Fudge', 'Food']",12.99,4.4,"['hazelnuts', 'whey', 'milk chocolate sugar', 'cocoa butter', 'cocoa mass', 'skim milk powder', 'butter oil', 'lecithin as emulsifier', 'vanillin an flavor', 'hazelnuts', 'sugar', 'palm oil', 'wheat flour', 'whey', 'low fat cocoa powder', 'lecithin as emulsifier', 'sodium bicarbonate as leavening agent', 'salt', 'vanillin an flavor.', 'cocoa butter', 'cocoa mass', 'lecithin as emulsifier', 'vanillin an flavor', 'milk chocolate sugar', 'wheat flour', 'vanillin an flavor', 'sugar', 'salt', 'lecithin as emulsifier', 'low fat cocoa powder', 'palm oil', 'sodium bicarbonate as leavening agent', 'butter oil', 'skim milk powder']","['hazelnuts', 'whey', 'milkchocolatesugar', 'cocoabutter', 'cocoamass', 'skimmilkpowder', 'butteroil', 'lecithinasemulsifier', 'vanillinanflavor', 'hazelnuts', 'sugar', 'palm oil', 'wheatflour', 'whey', 'lowfatcocoapowder', 'lecithinasemulsifier', 'sodiumbicarbonateasleaveningagent', 'salt', 'vanillinanflavor', 'cocoabutter', 'cocoamass', 'lecithinasemulsifier', 'vanillinanflavor', 'milkchocolatesugar', 'wheatflour', 'vanillinanflavor', 'sugar', 'salt', 'lecithinasemulsifier', 'lowfatcocoapowder', 'palm oil', 'sodiumbicarbonateasleaveningagent', 'butteroil', 'skimmilkpowder']"
89,800,10452,Special K Pastry Crisps,Special K,"['Breakfast Foods', 'Grocery & Gourmet Food', 'Toaster Pastries']",41.15,41.15,"['enriched flour wheat flour', 'niacin', 'reduced iron', 'vitamin b thiamin mononitrate', 'vitamin b riboflavin', 'folic acid', 'sugar', 'vegetable glycerin', 'vegetable oil soybean', 'palm andor palm kernel oil', 'fructose', 'dextrose', 'maltodextrin.contains or less of modified food starch', 'apple powder', 'strawberry puree concentrate', 'nonfat milk', 'cornstarch', 'invert sugar', 'leavening baking soda', 'sodium acid pyrophosphate', 'monocalcium phosphate', 'soy lecithin', 'reduced minerals whey', 'salt', 'datem', 'vegetable juice for', 'sodium citrate', 'flavors', 'cellulose gel', 'sodium alginate', 'cellulose gum', 'tricalcium phosphate', 'citric acid', 'mono and diglycerides', 'malic acid', 'rosemary extract for freshness.']","['enrichedflourwheatflour', 'niacin', 'reducediron', 'vitaminbthiaminmononitrate', 'vitaminbriboflavin', 'folicacid', 'sugar', 'vegetableglycerin', 'vegetableoilsoybean', 'palm oil', 'fructose', 'dextrose', 'maltodextrincontainsorlessofmodifiedfoodstarch', 'applepowder', 'strawberrypureeconcentrate', 'nonfatmilk', 'cornstarch', 'invertsugar', 'leaveningbakingsoda', 'sodiumacidpyrophosphate', 'monocalciumphosphate', 'soylecithin', 'reducedmineralswhey', 'salt', 'datem', 'vegetablejuicefor', 'sodiumcitrate', 'flavors', 'cellulosegel', 'sodiumalginate', 'cellulosegum', 'tricalciumphosphate', 'citricacid', 'monoanddiglycerides', 'malicacid', 'rosemaryextractforfreshness']"
